name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description
chittagong,10/30/2011,30,22,26.8,33.3,22,27.8,20.5,69.2,0,0,0,,16.2,125.4,1010.7,12.2,4.2,230.3,19.9,8,0.09,Clear,Clear conditions throughout the day.
chittagong,10/31/2011,29,23,26.6,31.3,23,27.3,20.6,70.6,0,0,0,,14.8,129.9,1011.3,18,4.2,223.6,19.4,8,0.14,Clear,Clear conditions throughout the day.
chittagong,11/1/2011,29,22,26.5,31.3,22,27.3,20.8,71.5,0,0,0,,16.2,178.5,1011.6,32.1,4.4,220.7,19.2,8,0.19,Partially cloudy,Becoming cloudy in the afternoon.
chittagong,11/2/2011,29,21,25.5,30.8,21,26,19.5,70.4,0,0,0,,20.5,184.7,1011.4,3.6,4.7,212.7,18.3,8,0.24,Clear,Clear conditions throughout the day.
chittagong,11/3/2011,30,19.2,25.8,31.9,19.2,26.2,19.3,68.4,0,0,0,,15.1,150.2,1011,17.3,4.1,207.5,17.8,8,0.29,Clear,Clear conditions throughout the day.
chittagong,11/4/2011,29,20,25.4,29.3,20,25.6,19.4,71.1,0,0,0,,18.4,96.8,1011.7,27.9,3.9,192.6,16.6,7,0.34,Partially cloudy,Partly cloudy throughout the day.
chittagong,11/5/2011,28.1,19.7,25.5,29.6,19.7,25.9,19.6,70.8,0,0,0,,13.3,169.6,1012.4,4.8,4.6,195.1,16.9,7,0.38,Clear,Clear conditions throughout the day.
chittagong,11/6/2011,30,20.1,25.1,32.5,20.1,25.5,20,74.3,0.2,100,4.17,rain,16.6,141.8,1011.7,12.5,4.7,197.9,17.1,7,0.42,Rain,Clear conditions throughout the day with morning rain.
chittagong,11/7/2011,28,20.7,25.3,29.7,20.7,25.9,19.9,72.8,0,0,0,,18.4,82.3,1011.2,5.5,4.7,188,16.4,7,0.45,Clear,Clear conditions throughout the day.
chittagong,11/8/2011,29,19.6,25.1,29.8,19.6,25.4,19.9,74,0,0,0,,18.4,115.8,1011,10.6,3.9,218.6,18.9,8,0.48,Clear,Clear conditions throughout the day.
chittagong,11/9/2011,29,24,26.1,30.8,24,26.5,20.8,73.6,0,0,0,,16.6,79.4,1010.5,0,4.9,230.4,19.8,8,0.49,Clear,Clear conditions throughout the day.
chittagong,11/10/2011,29,19.9,25.3,30.3,19.9,25.8,20.9,77.3,0,0,0,,16.6,170.5,1011.9,24.1,3.6,224.5,19.4,8,0.5,Partially cloudy,Clearing in the afternoon.
chittagong,11/11/2011,28.1,20.4,25.3,29.7,20.4,25.7,19.9,73.3,0,0,0,,16.6,156.8,1012.3,30.2,3.9,228.8,19.7,8,0.5,Partially cloudy,Clearing in the afternoon.
chittagong,11/12/2011,29,20.1,25.2,31.3,20.1,25.5,18.8,69.4,0,0,0,,9.4,114,1012.7,20.2,4.5,221.4,19,8,0.52,Partially cloudy,Partly cloudy throughout the day.
chittagong,11/13/2011,30,21,25.8,31.9,21,26.2,18.9,67.2,0,0,0,,16.6,141.6,1013.7,10.3,4.4,220.3,18.9,8,0.53,Clear,Clear conditions throughout the day.
chittagong,11/14/2011,28,20.9,25.7,28.9,20.9,25.9,18.3,64.7,0,0,0,,13,92.5,1014.1,7.9,4.9,220.9,19,8,0.56,Clear,Clear conditions throughout the day.
chittagong,11/15/2011,29,19.2,25.5,29.5,19.2,25.6,18.7,67.9,0,0,0,,14.8,136.2,1016.3,3.4,5.5,208.8,17.9,8,0.6,Clear,Clear conditions throughout the day.
chittagong,11/16/2011,28,20.1,24.9,29.6,20.1,25.2,19.6,73.3,0,0,0,,13.3,139.7,1014.2,16,4.7,193,16.7,7,0.65,Clear,Clear conditions throughout the day.
chittagong,11/17/2011,28,21,24.6,29.2,21,24.9,19.5,74.4,0,0,0,,14.8,101.8,1012.8,3.8,3.9,188.7,16.3,7,0.69,Clear,Clear conditions throughout the day.
chittagong,11/18/2011,28,20,24.3,29.2,20,24.4,18.2,70.8,0,0,0,,18.4,92.3,1012.3,6.6,3.5,189.1,16.4,7,0.75,Clear,Clear conditions throughout the day.
chittagong,11/19/2011,28,20,24,28.5,20,24.1,17.3,68.2,0,0,0,,16.9,74.3,1012.9,2.3,4,187.6,16.1,7,0.8,Clear,Clear conditions throughout the day.
chittagong,11/20/2011,28,17.9,24.5,29.6,17.9,24.8,18.8,71.2,0,0,0,,11.5,57.9,1014.3,5.6,4.1,196.5,16.8,7,0.86,Clear,Clear conditions throughout the day.
chittagong,11/21/2011,28,18.9,24.5,29.2,18.9,24.7,18.8,72,0,0,0,,14.8,104.8,1014.5,1.1,4.2,199.7,17.2,7,0.91,Clear,Clear conditions throughout the day.
chittagong,11/22/2011,29,19,24.1,29.4,19,24.2,18.1,71.2,0,0,0,,14.8,97.2,1014.8,3.4,4.4,216.1,18.7,8,0.95,Clear,Clear conditions throughout the day.
chittagong,11/23/2011,31,17.6,25.1,30.6,17.6,25.2,18.3,68.4,0,0,0,,14.8,121.5,1014.6,5.3,4.5,215.7,18.8,8,0.98,Clear,Clear conditions throughout the day.
chittagong,11/24/2011,29,19.9,25,29.8,19.9,25.2,18.5,68.8,0,0,0,,20.9,162.5,1014.4,0,4.4,210.8,18.1,8,1,Clear,Clear conditions throughout the day.
chittagong,11/25/2011,30,22.8,25.8,30.8,22.8,26,18.4,64.7,0,0,0,,22.3,209.3,1014.2,0.1,4.5,211.4,18.1,8,0,Clear,Clear conditions throughout the day.
chittagong,11/26/2011,29,20,24.7,30.3,20,25,19,71.9,0,0,0,,20.5,136.9,1012.9,5.9,4.3,210.2,18,8,0.01,Clear,Clear conditions throughout the day.
chittagong,11/27/2011,28,18.9,23.9,27.6,18.9,23.9,16.9,66.9,0,0,0,,17.6,186.5,1012.6,13.7,4.5,204.8,17.8,8,0.03,Clear,Clear conditions throughout the day.
chittagong,11/28/2011,27,18.5,23.2,27.9,18.5,23.2,18.1,74.1,0,0,0,,18.4,121,1011.3,13.7,4.1,183.6,15.8,7,0.07,Clear,Clear conditions throughout the day.
chittagong,11/29/2011,27,17.9,23.5,27.9,17.9,23.6,18,72.2,0,0,0,,19.8,147.2,1011.2,35.8,3.3,180.8,15.6,7,0.11,Partially cloudy,Partly cloudy throughout the day.
chittagong,11/30/2011,26,17.6,22.9,26,17.6,22.9,16.9,70.2,0,0,0,,22,129.4,1011.1,18.2,3.1,173.8,14.9,7,0.16,Clear,Clear conditions throughout the day.
chittagong,12/1/2011,27,17.1,23.2,27.7,17.1,23.3,17.4,70.9,0,0,0,,20.2,179.4,1012.2,29.2,4,185.2,15.9,7,0.21,Partially cloudy,Clearing in the afternoon.
chittagong,12/2/2011,27.1,19.8,23.7,28,19.8,23.9,18.5,73.8,0,0,0,,14.8,139.3,1011.5,19.3,4.6,197.3,16.9,7,0.26,Clear,Clear conditions throughout the day.
chittagong,12/3/2011,27,18.4,23.2,28.2,18.4,23.4,19,78,0,0,0,,9.2,79,1010.2,55.8,3.8,173.5,15,7,0.3,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/4/2011,27,19.1,23.5,28.5,19.1,23.6,19,76.4,0,0,0,,9.4,126.6,1010.5,24,3.6,163.9,14,6,0.35,Partially cloudy,Clearing in the afternoon.
chittagong,12/5/2011,27,19.1,23.9,27.9,19.1,23.9,18.9,74.7,0,0,0,,14.8,133.6,1012.3,13.1,3.7,174.3,15.1,7,0.39,Clear,Clear conditions throughout the day.
chittagong,12/6/2011,27,18.4,23.2,28.5,18.4,23.3,19.3,79.1,0,0,0,,14.8,221.1,1012.3,12.5,3.1,188.8,16.2,7,0.43,Clear,Clear conditions throughout the day.
chittagong,12/7/2011,28,17.7,23.6,28.5,17.7,23.7,18.6,75,0,0,0,,18.7,126.2,1013,6.3,3.7,193.7,16.8,7,0.46,Clear,Clear conditions throughout the day.
chittagong,12/8/2011,29,19,24.7,30.3,19,24.9,18.9,72.5,0,0,0,,16.6,194.2,1013,5.1,3.8,197.1,17,7,0.48,Clear,Clear conditions throughout the day.
chittagong,12/9/2011,28,16.9,23.5,28.9,16.9,23.7,18.9,76.1,0,0,0,,15.5,175.1,1013.1,1,3.6,189.1,16.2,7,0.49,Clear,Clear conditions throughout the day.
chittagong,12/10/2011,28,17.7,23,28.5,17.7,23,17.4,73.2,0,0,0,,18.4,174.5,1012.9,4.5,3.1,188.2,16.3,7,0.5,Clear,Clear conditions throughout the day.
chittagong,12/11/2011,27,18.9,23.3,27.7,18.9,23.4,16,64.8,0,0,0,,22.3,172.7,1012.7,0,3.7,179,15.5,7,0.51,Clear,Clear conditions throughout the day.
chittagong,12/12/2011,28,16.9,23.5,28,16.9,23.5,15,61.2,0,0,0,,18,164.2,1014.2,0,4.5,174.7,15,7,0.52,Clear,Clear conditions throughout the day.
chittagong,12/13/2011,27,16.1,22.8,26.8,16.1,22.8,13.4,57.6,0,0,0,,25.2,145.2,1015,2.6,3.6,174.2,15.1,6,0.54,Clear,Clear conditions throughout the day.
chittagong,12/14/2011,25,16.2,21.9,25,16.2,21.9,14.7,64.8,0,0,0,,24.8,217.7,1015.2,4.2,3,171.9,14.8,7,0.58,Clear,Clear conditions throughout the day.
chittagong,12/15/2011,22.7,13.7,20.6,22.7,13.7,20.6,14.5,68.8,0,0,0,,27.4,296.4,1015.2,9.9,3.1,182.8,15.6,7,0.62,Clear,Clear conditions throughout the day.
chittagong,12/16/2011,23,14.1,19.6,23,14.1,19.6,14.4,72.9,0,0,0,,21.6,178.4,1014.7,26.5,2.4,187.3,16.3,7,0.67,Partially cloudy,Clearing in the afternoon.
chittagong,12/17/2011,24,13.9,18.6,24,13.9,18.6,14.6,78.4,0,0,0,,21.2,179.5,1015.5,10.4,2.2,188.3,16.4,7,0.72,Clear,Clear conditions throughout the day.
chittagong,12/18/2011,22,14.2,18.3,22,14.2,18.3,14.5,79.9,0,0,0,,22.3,290.3,1016.5,10.9,2.2,192.9,16.7,7,0.78,Clear,Clear conditions throughout the day.
chittagong,12/19/2011,21.4,13,17,21.4,13,17,14,83.5,0,0,0,,19.8,189.3,1015.4,29.7,1.9,197,17,7,0.84,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/20/2011,21.4,14.2,17.8,21.4,14.2,17.8,14.5,81.6,0,0,0,,19.1,190.9,1014.7,21.6,1.9,199.6,17.2,7,0.89,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/21/2011,21.1,14,18.2,21.1,14,18.2,14.4,79.7,0,0,0,,22,253.1,1014.5,14.8,2.3,172.3,14.9,6,0.94,Clear,Clear conditions throughout the day.
chittagong,12/22/2011,20.9,14,17.1,20.9,14,17.1,14,82.4,0,0,0,,23.8,289.1,1015.8,52.8,2.1,197.1,16.8,7,0.97,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/23/2011,19.5,13,15.4,19.5,13,15.4,13.2,86.9,0,0,0,,20.9,159.5,1012.7,52.1,1.9,196.4,16.9,7,0.99,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/24/2011,21.4,13.1,17.8,21.4,13.1,17.8,14.2,80.2,0,0,0,,22,223.9,1012.6,86.3,2.7,154.3,13.4,7,1,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/25/2011,22,15.1,18.9,22,15.1,18.9,15,78.5,0,0,0,,20.2,189,1012.9,72.3,2.5,184.6,15.8,7,0,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/26/2011,27,17,21.7,27.5,17,21.8,16.8,74.8,0,0,0,,16.2,96.2,1014,30.2,3.3,187.8,16.1,7,0.02,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/27/2011,28.1,16.9,22.4,28.9,16.9,22.5,16.8,71.7,0,0,0,,15.1,109.6,1013.1,41.5,3.5,187.3,16.1,7,0.05,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/28/2011,26,20,22.2,26,20,22.2,19,82.4,0.6,100,25,rain,16.9,99.5,1015.2,81.9,3.5,75.9,6.6,3,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
chittagong,12/29/2011,26,19.9,22.9,26,19.9,22.9,19.7,82.7,0,0,0,,14.8,79.2,1015.8,71.6,2.8,169.9,14.7,6,0.12,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/30/2011,29,19.4,24.1,28,19.4,23.9,15.8,63,0,0,0,,18.4,128.1,1015.7,37.7,5.1,196.8,17,7,0.17,Partially cloudy,Partly cloudy throughout the day.
chittagong,12/31/2011,28,16,23.2,27.3,16,23,13.4,57.5,0,0,0,,18.4,246.5,1016.3,14.9,4.6,197.3,17,7,0.21,Clear,Clear conditions throughout the day.
Chittagong ,1/1/2012,82.4,62.9,72.6,81.7,62.9,72.4,58,63.4,0,0,0,,11.4,235,1014.2,14.7,2.9,196.3,17,7,0.26,Clear,Clear conditions throughout the day.
Chittagong ,1/2/2012,78.8,63.8,71.1,78.8,63.8,71.1,59.8,69.1,0,0,0,,10.5,138,1014.8,66.2,2,157.1,13.7,5,0.31,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/3/2012,80.6,60.8,71.8,82.3,60.8,71.9,63.3,75.9,0,0,0,,15.2,275.3,1013.2,43.6,2.7,167.3,14.5,7,0.35,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/4/2012,78.8,62.8,72.5,78.8,62.8,72.5,62.4,72.2,0,0,0,,11.4,188.3,1013.6,30.3,2.2,173.5,14.8,7,0.39,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/5/2012,78.9,63.4,72.1,78.9,63.4,72.1,63.5,75.4,0,0,0,,11.4,103.8,1015.1,31.3,2.2,171.8,14.8,7,0.43,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/6/2012,80.6,59.7,70.5,81.1,59.7,70.5,62.6,77.9,0,0,0,,6.5,13.7,1016.2,36.1,2.1,177.2,15.2,7,0.46,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/7/2012,78.8,61,71.2,78.8,61,71.2,62.7,75.7,0,0,0,,10.1,79.2,1017.5,67.7,1.8,168.3,14.5,6,0.48,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/8/2012,78.7,64.4,70.8,78.7,64.4,70.8,64.1,80.2,0,0,0,,11.4,133.2,1017.2,43.6,1.9,180.6,15.6,7,0.5,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/9/2012,79,63.2,70.9,79,63.2,70.9,63.9,79.3,0,0,0,,20.8,196.8,1016.2,49,1.9,183.8,15.9,7,0.5,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/10/2012,78.8,61.8,71.7,78.8,61.8,71.7,62.2,73.9,0,0,0,,13.9,250.1,1015.3,55.3,2.4,179.6,15.6,7,0.51,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/11/2012,77.1,62.8,70.5,77.1,62.8,70.5,63,78.4,0,0,0,,11.4,274.9,1015.8,53.4,2.2,189.6,16.4,7,0.53,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/12/2012,73.4,61.3,68.8,73.4,61.3,68.8,61.1,77.1,0,0,0,,18.6,320.1,1014.9,51.4,1.8,185.7,16,7,0.56,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/13/2012,69.8,53.9,65.2,69.8,53.9,65.2,52.3,64.2,0,0,0,,18.8,263.2,1015.8,22.7,2.1,195.4,16.9,7,0.6,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/14/2012,69.8,52.5,64.7,69.8,52.5,64.7,50.6,61.6,0,0,0,,17,249.7,1014.8,4.5,1.8,178.5,15.5,7,0.65,Clear,Clear conditions throughout the day.
Chittagong ,1/15/2012,73.4,53.1,65.7,73.4,53.1,65.7,53.3,66,0,0,0,,17.2,270.7,1013.5,0.9,2,196,16.9,7,0.7,Clear,Clear conditions throughout the day.
Chittagong ,1/16/2012,75.2,55.3,66,75.2,55.3,66,51.6,62.1,0,0,0,,13.9,254.8,1011.2,4.2,2,186.4,16,7,0.76,Clear,Clear conditions throughout the day.
Chittagong ,1/17/2012,77,49.9,66.4,77,49.9,66.4,55,69.4,0,0,0,,9.2,107,1010.8,0.3,1.9,186.9,16.1,7,0.82,Clear,Clear conditions throughout the day.
Chittagong ,1/18/2012,78.8,54.2,68.2,78.8,54.2,68.2,60.3,77.8,0,0,0,,5.6,133.4,1010.8,0.3,2,191.3,16.4,7,0.87,Clear,Clear conditions throughout the day.
Chittagong ,1/19/2012,77,59,68.4,77,59,68.4,61.7,80.8,0,0,0,,11.4,173.8,1011.5,18.1,1.7,192.2,16.6,7,0.92,Clear,Clear conditions throughout the day.
Chittagong ,1/20/2012,73.4,57.3,67.2,73.4,57.3,67.2,63.5,88.7,0,0,0,,12.8,164.3,1012.8,35.9,1.4,201.5,17.3,7,0.96,Partially cloudy,Clearing in the afternoon.
Chittagong ,1/21/2012,77,61.9,69.5,77,61.9,69.5,64.2,84.3,0,0,0,,9.2,223.7,1012.9,41,1.6,185.1,15.9,7,0.99,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,1/22/2012,73.5,59.2,68.4,73.5,59.2,68.4,54.6,64.7,0,0,0,,15.7,308.2,1014.9,14,1.8,202.6,17.5,8,1,Clear,Clear conditions throughout the day.
Chittagong ,1/23/2012,75.2,53.7,66.8,75.2,53.7,66.8,53.4,63.4,0,0,0,,15.9,297.7,1014.6,0.5,2.2,205.5,17.7,8,0,Clear,Clear conditions throughout the day.
Chittagong ,1/24/2012,75.2,53.9,66.6,75.2,53.9,66.6,54.3,66.2,0,0,0,,14.8,225.9,1014,0.5,2.2,196.1,16.9,7,0.01,Clear,Clear conditions throughout the day.
Chittagong ,1/25/2012,75.2,51.8,65.8,75.2,51.8,65.8,53.2,66.3,0,0,0,,13.6,214.8,1014.5,3,1.9,196.6,16.9,7,0.03,Clear,Clear conditions throughout the day.
Chittagong ,1/26/2012,78.8,50.7,67.1,78.8,50.7,67.1,54.5,66.4,0,0,0,,12.8,122.6,1014.5,15.5,2.2,195.6,16.9,7,0.05,Clear,Clear conditions throughout the day.
Chittagong ,1/27/2012,78.1,54,67.2,78.1,54,67.2,57.4,71.6,0,0,0,,15.4,235.1,1014,9.4,1.7,194.3,16.8,7,0.09,Clear,Clear conditions throughout the day.
Chittagong ,1/28/2012,80.7,53.8,69.8,79.2,53.8,69.7,51.6,57.9,0,0,0,,17.7,175.1,1014.5,9.4,2.3,217.8,18.9,8,0.13,Clear,Clear conditions throughout the day.
Chittagong ,1/29/2012,77.7,58.4,68,77.7,58.4,68,56,66.7,0,0,0,,17.4,278.5,1013.9,5.5,2.7,214,18.4,8,0.17,Clear,Clear conditions throughout the day.
Chittagong ,1/30/2012,80.6,57.8,70.5,80.3,57.8,70.5,56.4,64.2,0,0,0,,17.9,338.2,1014.9,3,2.5,215.2,18.5,8,0.22,Clear,Clear conditions throughout the day.
Chittagong ,1/31/2012,77,56.4,69.2,77,56.4,69.2,53,59.4,0,0,0,,17.7,279.2,1015.3,5.9,2.5,225.5,19.5,8,0.27,Clear,Clear conditions throughout the day.
Chittagong ,2/1/2012,80.6,55.9,69.9,79.4,55.9,69.8,51.9,57.6,0,0,0,,14.5,239.8,1015.2,0,2.1,211,18.1,8,0.31,Clear,Clear conditions throughout the day.
Chittagong ,2/2/2012,78.8,59.9,69.4,78.8,59.9,69.4,48.7,52.1,0,0,0,,16.6,230.8,1016,9.2,2.6,217.6,18.8,8,0.36,Clear,Clear conditions throughout the day.
Chittagong ,2/3/2012,79.2,50.8,67.9,79.2,50.8,67.9,53.4,62.2,0,0,0,,16.6,248.9,1015.5,10.4,2.7,221.8,19.2,8,0.4,Clear,Clear conditions throughout the day.
Chittagong ,2/4/2012,80.7,53.1,69,80.1,53.1,69,53.9,61.7,0,0,0,,13.2,166.2,1014.5,0,2.1,217.9,18.8,8,0.44,Clear,Clear conditions throughout the day.
Chittagong ,2/5/2012,82.4,53.5,70.2,81.2,53.5,70.1,56.5,65.1,0,0,0,,11,175.5,1013.9,8.3,2,219.6,19.1,8,0.47,Clear,Clear conditions throughout the day.
Chittagong ,2/6/2012,84.2,52.8,71.4,82,52.8,70.9,54.1,59.9,0,0,0,,11.4,127.7,1013.5,0,2,216.1,18.6,8,0.49,Clear,Clear conditions throughout the day.
Chittagong ,2/7/2012,84.2,57.2,72.4,83.5,57.2,72.4,58.8,65,0,0,0,,11.4,185.5,1012.5,0.1,2.1,215.9,18.6,8,0.5,Clear,Clear conditions throughout the day.
Chittagong ,2/8/2012,86,56.4,73.5,85,56.4,73.4,58,60.5,0,0,0,,13.9,162.6,1011.9,23.2,2.2,210,18.2,8,0.5,Partially cloudy,Becoming cloudy in the afternoon.
Chittagong ,2/9/2012,84.2,61.4,73.4,82.9,61.4,73.1,61.9,71.2,0,0,0,,7.8,134.8,1011.4,43.3,2.2,197.2,17,7,0.52,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,2/10/2012,78.8,66.1,72.4,78.8,66.1,72.4,60.8,68.8,0,0,0,,14.3,299.3,1013.3,14.5,2.1,212.1,18.1,8,0.54,Clear,Clear conditions throughout the day.
Chittagong ,2/11/2012,78.8,63.2,71.3,78.8,63.2,71.3,50.6,51.4,0,0,0,,13.9,268.3,1014.7,7.5,2.7,226.9,19.7,8,0.59,Clear,Clear conditions throughout the day.
Chittagong ,2/12/2012,80.6,57.2,71.1,78.9,57.2,71,49.8,51.2,0,0,0,,12.1,182.2,1014.3,0,2.4,233.1,20.1,8,0.63,Clear,Clear conditions throughout the day.
Chittagong ,2/13/2012,82.4,56.9,72.2,80.2,56.9,71.8,49.9,50,0,0,0,,16.1,187.8,1014.3,0,2.3,233.3,20.1,8,0.69,Clear,Clear conditions throughout the day.
Chittagong ,2/14/2012,86,56.7,73,82.9,56.7,72.4,51.7,51.8,0,0,0,,11.6,221.8,1014,0,2.6,227.6,19.7,8,0.74,Clear,Clear conditions throughout the day.
Chittagong ,2/15/2012,87.8,59.5,73.9,85,59.5,73.5,57.3,59.1,0,0,0,,11.4,130.9,1012.2,0,2.6,210.1,18.1,8,0.8,Clear,Clear conditions throughout the day.
Chittagong ,2/16/2012,89.6,66.3,77.3,90.3,66.3,77.7,62.5,62.1,0,0,0,,13.9,234.2,1011.3,17.2,2.1,214.4,18.6,8,0.85,Clear,Clear conditions throughout the day.
Chittagong ,2/17/2012,89.6,68,77.1,87.8,68,76.9,61,60.1,0,0,0,,13.9,169.4,1011.8,0.4,2.4,226.1,19.6,8,0.9,Clear,Clear conditions throughout the day.
Chittagong ,2/18/2012,86,61.4,76.4,84.4,61.4,76.2,60.8,62.3,0,0,0,,16.1,243.7,1012.3,0.4,2.3,241.1,20.7,9,0.94,Clear,Clear conditions throughout the day.
Chittagong ,2/19/2012,86,60.3,75.7,83.2,60.3,75.2,55.9,53.7,0,0,0,,15.2,274.2,1012.3,0,2.6,240.8,20.7,9,0.97,Clear,Clear conditions throughout the day.
Chittagong ,2/20/2012,84.2,56.9,73.2,82.7,56.9,72.9,55,55.8,0,0,0,,13.9,129.3,1011.5,3.9,2.5,248.6,21.6,9,0.99,Clear,Clear conditions throughout the day.
Chittagong ,2/21/2012,84.2,57.8,74.1,82,57.8,73.7,57.7,60.9,0,0,0,,11.4,136,1010.4,19.5,2.2,236.2,20.2,8,1,Clear,Clear conditions throughout the day.
Chittagong ,2/22/2012,82.4,62.7,73.8,84.6,62.7,74.1,65.8,77.6,0,0,0,,9.2,145.4,1009.8,19.7,2.3,242.1,20.9,8,0,Clear,Clear conditions throughout the day.
Chittagong ,2/23/2012,82.6,66.2,74.7,86.3,66.2,75.5,68.2,81.3,0,0,0,,9.2,151.3,1009.4,28.5,2.3,244.3,21.1,9,0.01,Partially cloudy,Clearing in the afternoon.
Chittagong ,2/24/2012,87.8,64.2,74.9,89.3,64.2,75.2,66.7,77.5,0,0,0,,9.2,152.9,1009.7,20.8,1.8,250.1,21.6,9,0.03,Partially cloudy,Clearing in the afternoon.
Chittagong ,2/25/2012,89.6,63.7,76.2,92.3,63.7,76.6,63.1,66.1,0,0,0,,11.4,156.8,1008.8,2.5,2.5,261,22.7,9,0.06,Clear,Clear conditions throughout the day.
Chittagong ,2/26/2012,87.9,64.5,77.6,89.6,64.5,77.7,63.7,65.9,0,0,0,,9.2,151.2,1007.5,1.1,2.5,252,21.7,9,0.09,Clear,Clear conditions throughout the day.
Chittagong ,2/27/2012,86.1,68,77.2,90.8,68,78.5,68.3,75.8,0,0,0,,11.4,166.3,1007.9,16,2,258.3,22.3,9,0.13,Clear,Clear conditions throughout the day.
Chittagong ,2/28/2012,86,60.9,76.4,84.5,60.9,75.8,61.2,65.4,0,0,0,,9.2,171.8,1007.2,6.3,2.4,248.2,21.3,9,0.18,Clear,Clear conditions throughout the day.
Chittagong ,2/29/2012,80.6,68,76,84.5,68,76.2,70.5,83.3,0.17,100,29.17,rain,16.1,152.5,1006.9,53.1,2.4,218.1,19,8,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Chittagong ,3/1/2012,82.6,72.3,78,89.4,72.3,79.5,72.5,83.7,0,0,0,,12.1,176.9,1008.2,49.4,2.8,239.6,20.8,9,0.27,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,3/2/2012,82.4,73.4,77,88.2,73.4,78,72,85,0.19,100,50,rain,11.2,139.5,1007.6,67.2,2.7,238.3,20.6,9,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Chittagong ,3/3/2012,77,69.2,74.4,77,69.2,74.4,70.5,87.7,0.76,100,75,rain,11.4,135.3,1006.4,77.8,2.8,228.1,19.7,8,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Chittagong ,3/4/2012,80.6,66.7,75.9,85.3,66.7,76.2,70.1,82.8,0,0,0,,11.4,150.7,1008.4,16.4,2.9,254.6,21.9,9,0.41,Clear,Clear conditions throughout the day.
Chittagong ,3/5/2012,83.7,69.4,77.1,89.7,69.4,78.3,71.9,84.4,0,0,0,,12.3,171.2,1008.7,34.2,2.4,244,21.3,9,0.45,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,3/6/2012,82.6,72.9,78,89.4,72.9,79.6,72.4,83.3,0,0,0,,13.9,154.6,1007.3,59.2,3,242.5,21.1,8,0.48,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,3/7/2012,82.5,73.6,78.1,88.5,73.6,79.6,72.9,84.4,0,0,0,,11.4,153.6,1005.2,49.4,2.7,249.2,21.5,9,0.49,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,3/8/2012,84.2,73.5,79,90.9,73.5,80.6,72.6,81.4,0,0,0,,13.6,163.3,1006.3,24.7,3,243.3,20.9,9,0.5,Partially cloudy,Partly cloudy throughout the day.
Chittagong ,3/9/2012,85.8,72.9,79.1,92.3,72.9,80.9,71.9,79.5,0,0,0,,8.9,167.2,1007.3,11.3,2.9,241.2,20.7,8,0.51,Clear,Clear conditions throughout the day.
Chittagong ,3/10/2012,86,71.8,79.6,91.9,71.8,81.7,71.4,77,0,0,0,,11.4,193.3,1008.4,12.2,2.4,250.6,21.8,9,0.53,Clear,Clear conditions throughout the day.
Chittagong ,3/11/2012,93.2,66.7,81.2,94.2,66.7,81.5,65.1,60.9,0,0,0,,17.9,222.9,1010.4,3.7,2.7,276.6,23.9,9,0.57,Clear,Clear conditions throughout the day.
Chittagong ,3/12/2012,93.2,70.5,81.8,94.2,70.5,81,56.9,46.2,0,0,0,,15.9,91.4,1012.3,8.4,2.9,287.7,24.8,10,0.62,Clear,Clear conditions throughout the day.
